school,math,class,enroll,pctdis,fsc
51266,72.30000305,40,122,1,30.5
51267,48.79000092,28,52,17,26
51267,47.05199814,24,52,17,26
51269,63.93999863,33,66,14,33
51269,69.5,33,66,14,33
51273,68.11000061,22,43,8,21.5
51273,67.88999939,21,43,8,21.5
51275,82.26999664,32,83,8,27.66666667
51275,88.69000244,38,83,8,27.66666667
51276,75.73999786,28,82,14,27.33333333
51276,57.13999939,30,82,14,27.33333333
51276,48.43000031,24,82,14,27.33333333
51277,61.77999878,26,81,13,27
51277,55.31999969,26,81,13,27
51277,56.97000122,29,81,13,27
51278,75.06999969,29,79,0,39.5
51278,75.54000092,25,79,0,39.5
51278,68.04499817,25,79,0,39.5
51279,69.5,28,87,7,29
51279,79.44000244,28,87,7,29
51279,83.87483978,32,87,7,29
51281,62.45999908,26,49,13,24.5
51281,62.5,23,49,13,24.5
51282,64.36000061,37,70,12,35
51282,62.09999847,34,70,12,35
51283,72.11000061,30,87,15,29
51283,65.20999908,29,87,15,29
51283,63.04124832,28,87,15,29
51287,71.41000366,33,99,7,33
51287,56.59000015,33,99,7,33
51287,61,33,99,7,33
51288,55.75,20,41,21,20.5
51288,50.15000153,21,41,21,20.5
51289,62.47000122,40,40,14,40
51290,80.02999878,33,99,1,33
51290,84.36000061,33,99,1,33
51290,80.73999786,33,99,1,33
51291,63.65999985,31,77,31,38.5
51291,49.84666824,31,77,31,38.5
51295,68.70999908,26,47,3,23.5
51295,73.19000244,21,47,3,23.5
51296,66.62999725,29,85,18,28.33333333
51296,73.04000092,26,85,18,28.33333333
51296,78.40000153,30,85,18,28.33333333
51297,59.86000061,31,56,9,28
51297,66.66333008,25,56,9,28
51298,56.63000107,33,98,8,32.66666667
51298,69.08999634,30,98,8,32.66666667
51298,51.93000031,35,98,8,32.66666667
51299,70.75,30,59,3,29.5
51299,73.37999725,29,59,3,29.5
51300,57.65999985,35,71,5,35.5
51300,61.79000092,36,71,5,35.5
51302,63.15999985,38,76,10,38
51302,73.41999817,38,76,10,38
51303,67.05999756,33,95,13,31.66666667
51303,56.70999908,29,95,13,31.66666667
51303,78.62555695,34,95,13,31.66666667
51304,64.55000305,28,92,15,30.66666667
51304,68.95999908,12,92,15,30.66666667
51304,69.88538361,29,92,15,30.66666667
51305,76.31999969,23,45,1,22.5
51305,76.51999664,22,45,1,22.5
51307,85.29000092,26,80,0,40
51307,83,29,80,0,40
51307,86.83999634,25,80,0,40
51308,55.68000031,27,34,14,34
51309,64.87000275,32,94,5,31.33333333
51309,79,32,94,5,31.33333333
51309,71.93000031,30,94,5,31.33333333
51310,52.52000046,28,79,14,39.5
51310,38.83000183,24,79,14,39.5
51310,45.22999954,27,79,14,39.5
51311,59.75,36,108,5,36
51311,56.36999893,36,108,5,36
51311,78.37249756,36,108,5,36
51312,64.55000305,27,54,23,27
51312,65.12999725,27,54,23,27
51313,65.26999664,29,84,9,28
51313,67.76999664,30,84,9,28
51313,61.91999817,25,84,9,28
51314,68.23999786,41,119,11,39.66666667
51314,65.55000305,40,119,11,39.66666667
51314,66.22000122,38,119,11,39.66666667
51315,59.54000092,40,80,9,40
51315,58.4734993,40,80,9,40
51316,77.73000336,22,46,2,23
51316,77,24,46,2,23
51317,70.73000336,37,74,8,37
51317,70.54000092,37,74,8,37
51318,82.29000092,30,92,4,30.66666667
51318,76.66000366,29,92,4,30.66666667
51318,74.13047791,33,92,4,30.66666667
51319,66.51999664,28,70,8,35
51319,70.30999756,31,70,8,35
51320,63.66999817,39,118,5,39.33333333
51320,66.77999878,39,118,5,39.33333333
51320,58.95000076,40,118,5,39.33333333
51322,70.56999969,22,45,1,22.5
51322,86.04000092,23,45,1,22.5
51323,85.91000366,41,41,2,20.5
51324,60.13999939,32,93,10,31
51324,58.97000122,31,93,10,31
51324,70.18000031,30,93,10,31
51330,56.77999878,38,114,8,38
51330,65.55000305,38,114,8,38
51330,74.41000366,38,114,8,38
51331,78.94000244,37,85,6,28.33333333
51331,79.05384827,39,85,6,28.33333333
51332,76.20999908,35,107,4,35.66666667
51332,72.52999878,36,107,4,35.66666667
51332,69,36,107,4,35.66666667
51333,71.31999969,36,119,6,39.66666667
51333,75.61000061,34,119,6,39.66666667
51333,76,38,119,6,39.66666667
51334,74.91000366,39,119,0,39.66666667
51334,72.87999725,38,119,0,39.66666667
51334,78.27999878,42,119,0,39.66666667
51335,71.52999878,36,72,3,36
51335,70.47000122,36,72,3,36
51338,52.38999939,39,80,12,40
51338,53.74000168,41,80,12,40
51339,82.05000305,39,71,18,35.5
51339,69.33000183,34,71,18,35.5
51340,76.86000061,23,67,8,33.5
51340,66.26999664,24,67,8,33.5
51340,69.34266663,20,67,8,33.5
51341,69.11000061,29,85,10,28.33333333
51341,63.54000092,28,85,10,28.33333333
51341,79.33000183,28,85,10,28.33333333
51346,56.65000153,33,99,13,33
51346,55.68000031,33,99,13,33
51346,57.47999954,33,99,13,33
51347,65,38,154,4,38.5
51347,60.36000061,39,154,4,38.5
51347,64.36000061,40,154,4,38.5
51347,68.76000214,37,154,4,38.5
51352,82.05999756,39,118,3,39.33333333
51352,82.62999725,39,118,3,39.33333333
51352,79.87000275,40,118,3,39.33333333
51353,56.79000092,34,70,9,35
51353,65.33757782,36,70,9,35
51354,65.5,34,104,6,34.66666667
51354,60.36000061,35,104,6,34.66666667
51354,57.27636337,35,104,6,34.66666667
51356,56.11999893,27,27,23,27
51360,71.97000122,30,99,3,33
51360,72.70999908,35,99,3,33
51360,74.41551971,33,99,3,33
51361,65.79000092,37,74,5,37
51361,72.43000031,37,74,5,37
51364,73.30000305,31,63,9,31.5
51364,73.61000061,32,63,9,31.5
51365,70.22000122,34,68,0,34
51365,75.77999878,34,68,0,34
51367,64.41999817,12,12,24,12
51368,77.80000305,32,66,1,33
51368,79.62999725,34,66,1,33
51369,56.95999908,23,76,10,38
51369,63.41999817,27,76,10,38
51369,53.33000183,26,76,10,38
51371,76.76000214,37,142,4,35.5
51371,69.45999908,37,142,4,35.5
51371,73.83000183,38,142,4,35.5
51371,72.27999878,30,142,4,35.5
51372,57.15999985,34,106,9,35.33333333
51372,70.13999939,37,106,9,35.33333333
51372,65.87999725,35,106,9,35.33333333
51375,54.52000046,28,28,16,28
51412,66.97000122,37,37,3,37
61001,62,28,55,45,27.5
61001,56.95999908,27,55,45,27.5
61003,66.31999969,29,69,10,34.5
61003,62.45999908,26,69,10,34.5
61004,70.76000214,18,18,14,18
61005,66.58000183,38,49,26,24.5
61006,67.48000336,24,24,33,24
61007,68.86000061,36,44,32,22
61008,58.09000015,24,33,50,33
61009,63.18000031,41,88,15,29.33333333
61009,60.85371399,40,88,15,29.33333333
61012,71.79000092,29,61,7,30.5
61012,69,32,61,7,30.5
61013,64.22000122,18,36,32,36
61013,67.77999878,18,36,32,36
61016,69.95999908,30,61,28,30.5
61016,66.87999725,31,61,28,30.5
61018,76.55000305,34,66,14,33
61018,65.5,32,66,14,33
61019,75.29000092,30,30,44,30
61020,55.84000015,31,72,48,36
61020,66.51586151,30,72,48,36
61021,62.16999817,30,110,4,36.66666667
61021,63,34,110,4,36.66666667
61021,63.85861969,31,110,4,36.66666667
61022,67.84999847,12,13,1,13
61023,58.47999954,32,89,23,29.66666667
61023,60.27000046,29,89,23,29.66666667
61023,55.48482895,32,89,23,29.66666667
61024,58.63000107,35,89,20,29.66666667
61024,61.95999908,28,89,20,29.66666667
61024,58.88999939,27,89,20,29.66666667
61025,65.55000305,33,62,23,31
61025,60.2741394,32,62,23,31
61026,62.63999939,28,55,31,27.5
61026,52.79000092,28,55,31,27.5
61027,57.29000092,35,69,31,34.5
61027,53.54000092,36,69,31,34.5
61030,70.95999908,28,57,15,28.5
61030,68.31999969,29,57,15,28.5
61031,66.58999634,38,38,28,38
61032,58.79999924,28,109,17,36.33333333
61032,63.79000092,30,109,17,36.33333333
61032,56.43000031,28,109,17,36.33333333
61033,59.70999908,33,93,10,31
61033,64.55000305,32,93,10,31
61033,54.08000183,33,93,10,31
61035,51.59000015,22,23,38,23
61037,61.63999939,31,73,20,36.5
61037,66.18000031,42,73,20,36.5
61038,64.94999695,25,47,40,23.5
61038,56.04999924,22,47,40,23.5
61040,47.22000122,21,21,53,21
61042,55.88000107,23,31,45,31
61047,70.83000183,20,20,36,20
61049,69.97000122,33,98,2,32.66666667
61049,65.22000122,30,98,2,32.66666667
61049,64.93000031,31,98,2,32.66666667
61055,68.87999725,29,62,9,31
61055,71.08705902,33,62,9,31
61058,79.36000061,29,57,32,28.5
61058,61.75,28,57,32,28.5
61063,59.86000061,21,21,0,21
61064,77.19999695,16,14,1,14
61065,74.87999725,24,24,1,24
61070,49,31,101,35,33.66666667
61070,40.65999985,31,101,35,33.66666667
61070,45.84077072,31,101,35,33.66666667
61073,77.56999969,29,68,30,34
61073,80.80999756,29,68,30,34
61074,73.23000336,24,92,5,30.66666667
61074,73.75,28,92,5,30.66666667
61074,73.12999725,28,92,5,30.66666667
61077,67,23,24,34,24
61079,75.55999756,28,52,12,26
61079,67.13999939,28,52,12,26
61080,64.13999939,26,25,2,25
61081,75.83000183,15,15,2,15
61084,63.84999847,27,27,3,27
61085,72.68000031,24,55,25,27.5
61085,73.26667023,31,55,25,27.5
61089,65.97000122,32,66,4,33
61089,65.29000092,34,66,4,33
61093,41.29999924,24,59,50,29.5
61093,50.32400131,26,59,50,29.5
61095,65.83000183,26,26,5,26
61101,71.27999878,32,62,24,31
61101,64.19519806,32,62,24,31
61102,76.41000366,31,66,17,33
61102,73.5,31,66,17,33
61103,65.05999756,35,69,54,34.5
61103,62.65999985,34,69,54,34.5
61104,66.63999939,20,34,35,34
61104,50.58000183,14,34,35,34
61105,61.54999924,36,80,24,40
61105,61.84999847,35,80,24,40
61106,47,25,62,46,31
61106,62.96774292,35,62,46,31
61108,62.79000092,14,13,0,13
61116,66.23000336,44,42,38,21
61117,73.05000305,23,41,52,20.5
61117,45.63000107,18,41,52,20.5
61121,55,22,28,32,28
61124,52.15999985,20,20,58,20
61136,76.19999695,39,36,27,36
61137,59.74000168,24,51,35,25.5
61137,48.04999924,26,51,35,25.5
61138,58.66999817,30,72,31,36
61138,58.24000168,12,72,31,36
61139,58.04000092,28,28,49,28
61140,51.18999863,34,36,25,36
61141,50.5,23,47,52,23.5
61141,63.21739197,27,47,52,23.5
61142,49.66999817,9,27,51,27
61143,72.58000183,33,110,21,36.66666667
61143,64.55999756,33,110,21,36.66666667
61143,72.33000183,12,110,21,36.66666667
61145,64.30000305,33,65,6,32.5
61145,59.55161285,32,65,6,32.5
61149,65.88999939,32,62,37,31
61149,52,31,62,37,31
61150,50.34999847,39,38,46,38
61151,63.36999893,20,42,42,21
61151,73.13999939,22,42,42,21
61152,70.12999725,30,30,32,30
61156,53,15,15,67,15
61157,68.30999756,32,60,10,30
61157,74.06999969,34,60,10,30
61163,70.94000244,21,53,51,26.5
61163,61.95818329,22,53,51,26.5
61165,54.11000061,28,56,60,28
61165,43.68000031,29,56,60,28
61168,NA,19,20,0,20
61169,61,24,50,25,25
61169,68.87999725,24,50,25,25
61171,76.62999725,19,19,2,19
61172,60,38,38,43,38
61173,55.59999847,11,9,36,9
61174,62.15999985,28,55,13,27.5
61174,65.83000183,29,55,13,27.5
61178,62.27999878,21,57,52,28.5
61178,50.91999817,25,57,52,28.5
61179,62.54000092,29,88,21,29.33333333
61179,75.81999969,31,88,21,29.33333333
61179,71.76615143,28,88,21,29.33333333
61183,72.88999939,28,85,11,28.33333333
61183,73.23000336,30,85,11,28.33333333
61183,70.03793335,29,85,11,28.33333333
61186,72.16999817,30,60,4,30
61186,78.62999725,30,60,4,30
61188,55.24000168,25,56,20,28
61188,63.83000183,25,56,20,28
61190,60.15000153,43,36,44,36
61193,54.63000107,36,68,17,34
61193,59.67580795,35,68,17,34
61196,62.31999969,27,49,23,24.5
61196,51.70999908,28,49,23,24.5
61197,48.90999985,21,56,42,28
61197,45.04999924,24,56,42,28
61198,73.5,16,16,0,16
61199,70.05000305,22,43,46,21.5
61199,52.52941132,21,43,46,21.5
61202,73.54000092,36,82,19,27.33333333
61202,74.5,32,82,19,27.33333333
61203,41,19,31,52,31
61204,67,28,71,17,35.5
61204,75.36000061,29,71,17,35.5
61205,43.88000107,27,55,35,27.5
61205,46,28,55,35,27.5
61209,62.91999817,30,30,3,30
61211,62.41999817,21,22,53,22
61213,66.61000061,23,48,0,24
61213,61.86000061,23,48,0,24
61218,51.86000061,29,30,43,30
61219,62.66999817,31,74,5,37
61219,51.13999939,32,74,5,37
61220,71.65000153,21,21,48,21
61221,57.45999908,29,102,26,34
61221,57.33000183,28,102,26,34
61221,59.04000092,31,102,26,34
61223,55.88999939,21,42,24,21
61223,59.20999908,22,42,24,21
61224,64.61000061,29,56,1,28
61224,59.95999908,27,56,1,28
61227,62.70999908,29,53,33,26.5
61227,54.84479904,28,53,33,26.5
61228,70.13999939,29,57,17,28.5
61228,67.36000061,29,57,17,28.5
61231,65.55999756,37,37,23,37
61232,70,23,48,12,24
61232,67.37999725,25,48,12,24
61233,64.56999969,36,109,8,36.33333333
61233,63.38999939,36,109,8,36.33333333
61233,66.92131805,38,109,8,36.33333333
61235,53.13000107,21,25,19,25
61237,57,32,95,8,31.66666667
61237,56.77999878,32,95,8,31.66666667
61237,54.22000122,32,95,8,31.66666667
61238,55.29000092,23,48,26,24
61238,60.70999908,25,48,26,24
61239,56,34,71,26,35.5
61239,58.13999939,36,71,26,35.5
61240,55.58000183,20,54,44,27
61240,50.41999817,21,54,44,27
61243,56.43000031,22,23,66,23
61244,71.48000336,32,100,22,33.33333333
61244,60.09999847,8,100,22,33.33333333
61244,69.18643188,30,100,22,33.33333333
61246,42.59000015,26,25,59,25
61248,57.74000168,31,62,19,31
61248,57.58000183,34,62,19,31
61251,57.77000046,30,59,27,29.5
61251,59.93000031,29,59,27,29.5
61252,70.23999786,26,96,42,32
61252,64.76999664,29,96,42,32
61252,68.73153687,29,96,42,32
61253,61.06000137,37,74,16,37
61253,70.66999817,37,74,16,37
61254,57.63000107,32,54,10,27
61254,60.24000168,32,54,10,27
61255,68.09999847,35,69,23,34.5
61255,65.96875,35,69,23,34.5
61256,78.47000122,35,67,5,33.5
61256,73.47000122,32,67,5,33.5
61261,47.24000168,30,63,23,31.5
61261,54.40750122,33,63,23,31.5
61262,54.15999985,30,61,13,30.5
61262,59.25999832,30,61,13,30.5
61265,71.47000122,22,43,36,21.5
61265,70.50389099,21,43,36,21.5
61269,67.68000031,28,89,10,29.66666667
61269,60.83000183,30,89,10,29.66666667
61269,63.56000137,29,89,10,29.66666667
61270,70.5,9,9,0,9
61271,57.93000031,15,21,34,21
61274,59.90999985,27,45,16,22.5
61277,54.90000153,32,62,24,31
61277,55.72000122,32,62,24,31
61278,66.61000061,31,77,15,38.5
61278,67.34124756,33,77,15,38.5
61284,69.5,35,68,25,34
61284,75.02999878,34,68,25,34
61290,60.13999939,25,48,29,24
61290,52.04000092,23,48,29,24
61291,58.04999924,40,194,8,38.8
61291,60.54000092,40,194,8,38.8
61291,64.86000061,39,194,8,38.8
61291,61.86000061,39,194,8,38.8
61291,64.68837738,37,194,8,38.8
61292,48.20000076,22,43,49,21.5
61292,63.83000183,21,43,49,21.5
61293,62.16999817,31,71,7,35.5
61293,57.45000076,35,71,7,35.5
61294,64.83000183,23,47,36,23.5
61294,59.95999908,24,47,36,23.5
61297,65.97000122,34,78,23,39
61297,58.97000122,34,78,23,39
61298,77.09999847,31,73,7,36.5
61298,68.60713959,28,73,7,36.5
61299,37.75,20,28,19,28
61300,53.95999908,33,65,12,32.5
61300,46.04000092,30,65,12,32.5
61305,58.04000092,29,30,44,30
61308,58.38999939,28,42,40,21
61311,57.54999924,33,68,25,34
61311,68.27968597,35,68,25,34
61312,52.11999893,34,34,41,34
61314,63.22000122,22,22,36,22
61316,73.90000153,35,72,9,36
61316,81.37000275,28,72,9,36
61317,75.77999878,28,52,5,26
61317,61.67760086,26,52,5,26
61318,64,28,28,54,28
61320,62.47000122,39,79,11,39.5
61320,71.6524353,40,79,11,39.5
61321,44.16999817,34,64,35,32
61321,44.70999908,31,64,35,32
61325,71.04000092,24,49,17,24.5
61325,74.87833405,25,49,17,24.5
61326,72.34999847,23,46,18,23
61326,71.69999695,23,46,18,23
61327,68.59999847,36,71,5,35.5
61327,72.52999878,35,71,5,35.5
61329,74.47000122,34,100,16,33.33333333
61329,71.58000183,33,100,16,33.33333333
61329,66.84484863,33,100,16,33.33333333
61331,67.12999725,27,53,8,26.5
61331,67.70999908,28,53,8,26.5
61332,45,37,35,7,35
61334,69.5,16,15,3,15
61335,63.70000076,26,54,30,27
61335,53.81000137,28,54,30,27
61338,52.09999847,31,61,12,30.5
61338,55.90000153,30,61,12,30.5
61339,59.43000031,24,60,36,30
61339,54.44850159,27,60,36,30
61340,61.88999939,32,142,15,35.5
61340,67.73999786,34,142,15,35.5
61340,68.16999817,35,142,15,35.5
61340,67.76999664,30,142,15,35.5
61341,70.76000214,39,76,2,38
61341,72.97000122,39,76,2,38
61343,69.05999756,34,32,21,32
61344,93.26999664,27,27,4,27
61345,64.59999847,15,14,16,14
61346,69.18000031,39,76,5,38
61346,79.81999969,38,76,5,38
61347,49,16,17,65,17
61348,88.72000122,31,31,3,31
61349,66.15000153,34,34,34,34
61350,71,28,28,20,28
61351,68.47000122,19,19,26,19
61363,70.26999664,27,27,22,27
61364,70.09999847,38,70,0,35
61364,69.52999878,32,70,0,35
61365,50.36999893,20,20,60,20
