y1,x1,z1,z2,z3,z4,z5,z6,z7,z8,z9
0,62.977894,38004,81.699997,0.55873251,17.6,3551,18746,18232,32.5,26.9
7.1797819,36.488152,14781,85.300003,0.56879878,17.9,1069,6410,8066,34.900002,0.1
7.1976104,28.266743,35420,85.5,0.48629948,37.200001,2056,14452,20859,68,5
0,32.581604,25426,85.300003,0.60474277,35.400002,1536,12693,13047,43.799999,0.60000002
6.4821415,35.467892,17065,89.099998,0.50768542,33.400002,1045,6701,10029,41.5,7.8000002
7.0219789,43.928516,13839,88.900002,0.60611302,31.200001,888,5202,8730,25.5,0
0,33.638428,47215,47,0.19628695,44.400002,3182,33288,14722,0,6
0,51.563183,6899,71.5,0.43854085,28.799999,503,2522,4560,0,0
0,28.113747,8053,89.5,0.57044458,33.5,581,3194,4922,1.1,2.5999999
0,30.579268,22095,85.099998,0.54904377,34.099998,1275,8105,14061,59.799999,5.0999999
5.4585152,25.633011,16062,91.800003,0.54317158,32.299999,1000,6451,9821,29,2.2
0,49.883495,5150,87.699997,0.62331837,19.6,473,2230,2882,0,0
0,57.444077,9343,83.599998,0.57262105,16.200001,739,3594,5455,0,0
0,47.829109,8671,91.5,0.59439832,26.4,574,2892,5522,0,0.40000001
5.8043361,29.523195,36418,89.099998,0.55226147,29.700001,2453,15145,21793,36.599998,0.5
3.49406,24.599613,753568,82.300003,0.48863503,26.299999,37124,306732,450731,100,28.6
7.6704764,26.122717,12245,86.300003,0.53643101,20.799999,823,5531,6369,36.700001,0.60000002
5.3607807,27.670837,24903,82.5,0.53621888,32.599998,1507,10050,15788,49.099998,5.4000001
0,46.930973,5002,84.599998,0.54462761,35.599998,334,1759,3272,0,0
0,34.451313,6528,85.099998,0.52656186,34.5,392,2353,4144,0,0.1
0,37.76123,32731,83,0.53785068,26.200001,2479,15363,17238,50.5,9.6999998
14.198495,56.290039,6872,78.599998,0.53296703,17.799999,619,3094,3931,0,0
0,34.200302,9317,90.599998,0.53920954,36.799999,530,3188,5865,0,2.0999999
0,48.225365,29605,83.099998,0.53539985,21.1,2576,13743,15840,18.700001,6.8000002
19.629011,42.69717,8308,76,0.49531615,22,612,3416,4843,0,0
0,39.642445,8698,91.199997,0.53999358,32.200001,580,3113,5774,0,0
0,46.683571,10162,82.400002,0.53693992,35,711,4196,6176,0,0
0,43.012726,18055,86,0.53616059,24.6,1421,7522,10187,0,0
0,33.313122,20613,89.099998,0.55764478,32.299999,1190,7286,13635,41,0.1
0,26.175125,8794,83.900002,0.50629652,27.1,545,3494,5279,0,4.0999999
0,45.952412,14693,74.5,0.54102159,14.9,1170,6911,7136,19.6,0.89999998
0,60.092121,8467,72,0.55033743,18.4,719,3556,5082,0,0
11.115434,47.655567,13804,82.5,0.54263979,25.6,1025,5652,8102,0,0.1
47.147572,40.977352,4207,95.5,0.56387365,38.799999,268,1456,2503,0,0
0,48.682072,14202,84.900002,0.54042405,23.200001,1041,5801,8404,22.4,0.60000002
0,20.444916,7106,95.5,0.62199092,45.700001,373,3074,4096,51.299999,0
0,34.619179,10240,90.599998,0.56315893,34.400002,767,5027,4736,27.9,0.1
0,34.651958,8048,95.5,0.58318001,38.799999,605,3805,4067,0,2
0,24.297646,2702,0,0.74092412,44.099998,196,1212,1495,0,0
0,23.245823,8397,98.199997,0.65468055,40.599998,641,3365,4953,0,0
0,27.590511,2421,0,0.53753233,37.700001,177,1159,1351,0,0
0,18.469975,7536,98,0.58388853,52,451,3302,3924,0,0
0,20.32288,13492,90.300003,0.51915741,45.099998,942,6029,7166,73.099998,0.1
0,29.991959,3731,84.5,0.57531011,38,278,1693,2040,0,0
0,20.018183,12158,91.900002,0.52371639,44,832,6135,5984,57.299999,0
8.8237886,19.979156,18402,92.800003,0.55129522,39.900002,1204,7798,10645,64.699997,0.5
0,22.792454,3980,89.900002,0.5320248,37.799999,260,1936,2014,0,0
0,23.718506,14339,90.099998,0.5764516,48.799999,915,6200,7740,52.799999,0.1
2.2628529,17.01123,33363,90.699997,0.55253261,45.299999,2224,14629,18124,39.799999,0.1
0,18.324045,26884,94.800003,0.67175514,59.5,1486,13429,12798,51.299999,0.1
0,32.019466,2074,0,0.50053477,41.099998,141,935,1048,0,0
18.24651,36.445679,11752,88.199997,0.53743362,44,779,5837,5453,39.200001,0.2
0,32.939037,1099,0,0.60076773,48,87,521,689,0,0
0,16.539608,3050,95.699997,0.56393963,46.299999,218,1259,1719,0,0
0,25.731344,4233,72.599998,0.44973025,35,379,2039,2352,0,0.1
0,22.048998,3173,98.5,0.55910778,56.599998,221,1345,1701,0,0
0,30.512159,12546,91.800003,0.60424405,41.400002,1011,5655,7225,0,0.1
0,15.887096,2500,0,0.49847096,51.200001,183,1308,1305,0,0
0,15.70413,12598,85.300003,0.50772232,40.299999,844,6151,6234,22.6,0
0,32.651134,3176,95.800003,0.58486968,44.099998,229,1573,1723,0,0
0,27.031767,5332,93.099998,0.65715599,45.599998,367,2173,3033,0,0
0,23.777065,2571,0,0.52612615,39.799999,168,1110,1475,0,0.2
0,21.77704,4865,91.800003,0.5563798,44,310,2022,2809,58.099998,0.1
0,16.371315,13399,92.099998,0.56884247,45.900002,908,5745,7595,62.5,0.1
0,22.160971,910,0,0.59438777,49.799999,62,392,514,0,0
0,27.446774,6078,71.900002,0.46733481,36.200001,388,2694,3254,0,0
0,24.468523,7391,90,0.54255891,47.400002,577,3736,3810,34.799999,0
0,21.269712,2473,0,0.50464135,39.900002,149,1185,1337,0,0
0,16.785826,7139,96.5,0.52786887,42,387,3050,4092,66.900002,0.2
0,30.721134,2399,94.900002,0.60678279,38.700001,193,1091,1228,0,0
0,29.857973,12501,94,0.61729354,45,988,5158,7140,0,0
0,26.468102,10673,85.5,0.53163016,41,791,4932,5381,43.5,0
9.1407681,37.37109,11504,91.400002,0.54987127,39.700001,838,5825,5593,30.6,0.1
0,34.080189,5988,92.5,0.53361195,40.700001,453,2871,3193,0,0.1
0,18.491589,7083,97.5,0.5712831,41.900002,490,2946,3940,0,0
0,23.192095,6687,94.900002,0.59972769,40.599998,431,2938,3515,0,0.1
2.8733156,20.494318,47664,93.099998,0.57794714,42.299999,2949,19417,26588,86.400002,0.2
0,27.736519,3109,86,0.54918033,41.5,216,1342,1952,0,0
0,20.858559,7329,96.599998,0.62124366,46.799999,514,3361,3883,0,0
0,24.979725,1233,0,0.54320985,45.799999,84,648,665,0,0
8.7298126,19.995186,17217,92.5,0.44110698,47.799999,994,8889,8051,37.5,0.89999998
0,21.55477,2967,91.599998,0.59433961,47.700001,205,1272,1756,0,0
0,35.705368,1602,0,0.62775618,40.700001,121,771,897,0,0
0,18.231594,29247,94.199997,0.59207791,47.400002,1647,12017,17292,74,0.69999999
0,40.205574,10227,93.900002,0.61420202,42.799999,650,4098,5912,0,0
0,18.702866,663,0,0.55448717,45.5,51,312,363,0,0
0,36.200718,1116,0,0.60465115,54.900002,71,430,580,0,0
0,37.41444,9115,92.699997,0.62571281,37.099998,595,3858,5126,0,0
9.1457834,19.826839,11610,94,0.58554262,49,816,5243,6376,67.099998,0.30000001
0,48.591984,4881,96.5,0.63819629,36,351,1885,2532,0,0
28.801844,29.516712,4483,95.099998,0.58445042,45.099998,300,1865,2642,0,0
3.6559062,27.140129,26015,91.699997,0.66680771,46.299999,1795,11816,14492,54.200001,0.1
0,30.082165,10377,95.900002,0.63081396,44.900002,663,4128,6125,0,0
0,36.375427,10904,96.5,0.635804,39.099998,706,4061,6154,0,0
5.2862506,24.846149,17660,90.699997,0.53433287,46.299999,1081,7937,10006,35,0
0,40.939354,13889,95,0.62082642,36.5,962,6050,6807,0,0
0,25.858952,4449,98.599998,0.60664821,45.599998,299,1805,2527,0,0
0,23.856932,8176,94.199997,0.53243673,44.5,597,3792,4439,35,0.1
0,31.793478,8917,89.199997,0.63025212,46.700001,601,3451,5261,0,0
0,32.964897,9823,96.5,0.57804745,33.099998,580,3626,5988,32.299999,0.1
9.4428711,32.975388,12935,93.599998,0.58263677,32.099998,813,5264,7072,23.5,0
0,33.439903,16407,97,0.64222747,42.299999,1161,6806,9744,21.1,0
0,19.644588,12432,91.699997,0.60914505,41.400002,831,5708,6241,59.200001,1.2
0,25.279949,9836,94.099998,0.64108455,49,594,4352,5226,53.299999,0.1
5.1200657,25.215694,19637,95.5,0.58940166,45.900002,1361,8624,10880,60.799999,0.1
0,16.91358,3240,96.400002,0.64549017,50.400002,200,1275,1823,0,0
0,32.114586,8099,87,0.53709286,41.200001,556,3316,4689,0,0
0,19.33003,33466,95.5,0.5797869,48.5,1955,14733,18153,60.700001,0
0,32.511086,3647,80.099998,0.4986577,38.700001,253,1490,2130,0,0
0,31.580622,9613,92,0.61426687,46.200001,621,3785,5678,0,0.1
33.014194,37.355465,5370,95.800003,0.59423828,39.5,368,2048,3437,0,0
0,29.759747,4412,97.5,0.59674704,46.599998,284,1783,2539,0,0
0,30.468348,7828,98.400002,0.59617323,45,513,2979,4769,0,0
10.930754,27.385611,27390,83.5,0.53041452,38.700001,1799,11146,16283,45.200001,0.1
0,25.673717,3482,97,0.58747447,43.700001,252,1469,2022,0,0
0,34.142754,2745,93.300003,0.61803716,38.799999,197,1131,1569,0,0
0,26.317907,2489,0,0.69077069,36.599998,170,1051,1422,0,0
0,21.718147,1039,0,0.49780703,50,54,456,562,0,0
0,46.204914,4580,100,0.64437532,40.299999,319,1929,2542,0,0
0,22.158161,35399,91,0.56293708,47.900002,2140,15444,20593,72,0.2
0,23.65074,8804,96.900002,0.68066329,42.799999,558,3739,5040,29.6,0
0,29.51375,5064,98,0.62882972,46.799999,340,1991,3101,0,0
0,29.399141,1864,0,0.60489511,50,139,858,1053,0,0
0,23.725691,4889,96.599998,0.62271607,44.299999,310,2025,2829,0,0
0,40.524632,13855,96.699997,0.58887953,42.299999,904,5935,7658,23.200001,0
0,20.219967,1191,0,0.61078995,53.299999,105,519,608,0,0
0,37.888004,6435,96.400002,0.64950418,37.099998,423,2622,3914,0,0
29.459419,28.485214,11680,95.5,0.6265378,39.900002,742,4552,7103,48,0
0,42.405659,6377,96.099998,0.60425019,38.799999,390,2494,3837,0,0
0,21.492348,6598,94.900002,0.59172732,43.900002,408,2611,3984,0,0
0,21.893713,8052,83.800003,0.51766002,52.599998,507,3624,4353,53.400002,0
0,36.835361,1561,0,0.46153846,42.900002,127,715,945,0,0
0,37.236969,13528,97.099998,0.65256202,34.5,940,5601,7568,0,0
0,20.815859,28995,95.5,0.57403082,50,1948,12846,15830,60.299999,0.30000001
0,23.00885,1138,0,0.60000002,40.799999,81,470,621,0,0
0,30.868444,1163,0,0.56118143,46.900002,90,474,611,0,0
0,18.659658,761,0,0.47999999,43.099998,57,325,415,0,0
8.0314837,23.454567,25860,94.599998,0.56689274,40.299999,1422,10173,15124,52.099998,0.2
12.354831,34.396603,8395,95.599998,0.6133104,43.5,582,3486,4894,0,0
0,25.717566,7000,92.199997,0.60337287,38.200001,516,3202,3913,0,0
0,37.350273,5660,98.699997,0.56582505,33.5,337,2218,3405,0,0
0,35.66922,9229,98.800003,0.67766434,45.799999,608,3819,5344,35.5,0
0,28.505665,8510,95,0.5744617,44.799999,545,3344,4893,35.700001,0
0,27.047667,16453,90.800003,0.56961656,42.799999,1129,6859,9749,43.900002,0.2
0,43.259712,5333,96.599998,0.60838807,41.200001,328,1979,3392,0,0.1
0,23.078661,4424,97.699997,0.61758363,47.5,344,1854,2309,0,0
12.503126,20.76412,9774,96.5,0.54920787,50.299999,594,4166,5697,53.299999,0
0,40.369816,8722,95.5,0.63974988,34.700001,625,3678,4927,0,0
0,23.666222,24121,94.300003,0.6009025,44,1488,11080,12798,52,0
0,29.266602,7319,96,0.65569711,47.299999,443,2826,4373,0,0
0,19.842293,13246,96.699997,0.58185607,50,781,5754,7250,64.099998,0.2
0,30.207577,13940,92.300003,0.56448597,42.5,967,5350,8535,40.299999,0.1
0,30.948738,2629,0,0.56890458,42.5,165,1132,1458,0,0
10.665529,28.734209,12428,95.5,0.63461536,43.599998,703,4680,8015,28.299999,0.1
0,28.30092,17739,94,0.61463553,42.400002,1041,7188,10276,20.9,0
2.9090064,23.248138,34406,93.900002,0.57297432,44.599998,2320,16081,18059,53.099998,0.2
0,34.276009,13458,97.5,0.65745229,40.299999,860,6186,7492,31,0
0,23.149864,9311,92.900002,0.59593678,46.700001,621,3987,4988,0,0
0,38.94257,5493,94.699997,0.61486179,36.900002,375,2207,3114,0,0
0,20.428089,2663,0,0.60483176,41.5,193,1159,1422,0,0.1
0,38.112064,5943,97.199997,0.63010406,32.900002,427,2498,3291,0,0
0,35.460297,9303,96.199997,0.63031685,36.799999,582,3503,5664,0,0
0,28.652214,1061,0,0.64680851,48.599998,93,470,616,0,0
0,42.044197,7287,89.199997,0.60929954,34.700001,509,3312,3869,0,0
0,36.186829,6569,98.900002,0.63378686,38.5,429,2646,3951,0,0
0,23.008625,12291,93.699997,0.58604562,41.799999,728,5346,6891,40.709999,0.1
15.12173,28.734764,10101,96.099998,0.6628536,45.299999,595,4808,5223,42.299999,0
0,32.507938,6352,98.699997,0.6177215,41.099998,428,2370,3837,0,0
0,28.700659,1216,0,0.51661128,43,94,602,686,0,0
0,24.932837,13680,95.199997,0.56938136,47.5,894,5722,8052,45,0.2
0,17.658682,8607,82.599998,0.4767642,46.5,571,4067,4475,32.299999,0.80000001
0,29.324324,786,0,0.53020132,33.099998,42,298,524,0,0.40000001
13.444474,15.958749,5891,96,0.49113825,46.700001,313,2539,3251,60.5,1.4
0,21.492744,1485,0,0.57231724,45,83,643,942,0,0.1
0,34.419552,2465,95.800003,0.58801842,42.099998,188,1085,1295,0,0
0,18.679657,6041,95.5,0.51128352,45.700001,405,2836,3318,0,0.1
0,19.505024,4524,84.599998,0.45246753,42.700001,213,1925,2645,0,1.2
0,15.8867,3281,0,0.5659259,45.400002,198,1350,1880,0,0.40000001
0,18.440569,10016,96.699997,0.56920451,43.200001,687,4689,5134,41,0.2
0,25.04649,15805,93.099998,0.5697127,48.400002,990,6161,9727,0,0
0,15.472637,36852,87,0.57209533,35.200001,2373,16284,20973,48,0
2.1737714,20.028011,48871,90,0.62184983,47.099998,3107,22737,26543,37.5,0.1
0,18.99147,28179,85.199997,0.54293722,40.299999,1934,12134,16205,59.799999,0.1
1.3302295,22.773293,160150,87.300003,0.52436572,33.299999,8820,62239,101066,83.800003,17.5
0,22.03668,48866,80.300003,0.49047995,34.400002,2944,19065,30103,54,8
3.2716625,20.898777,106714,86.900002,0.51299304,31.1,6722,47410,62020,72.800003,12.2
1.1396877,17.366385,108166,89.199997,0.51668745,40.400002,5782,46442,63151,35.700001,3.0999999
1.7554947,17.415398,58891,88.800003,0.52718347,36.599998,3929,27296,32182,49.799999,15
1.4357501,15.676363,63274,89.900002,0.54182673,36.200001,3723,26813,37521,50.799999,0.89999998
0.8629294,18.964029,263406,89.199997,0.52627653,57.099998,16008,136814,126333,92,1.8
0,37.708912,2946,91.300003,0.57448435,29.9,209,1309,1465,0,1.1
0,25.300989,58293,84,0.44244418,49.599998,3537,30996,26663,68.699997,3.5999999
0,36.53186,13737,93.699997,0.5774008,37.099998,1239,6602,7032,59,0.5
0,28.477539,33454,88.199997,0.45325997,46.299999,2020,16902,15699,72.5,5.5
0,38.640907,3002,98,0.5728302,35.5,205,1325,1611,0,0.1
2.2299776,31.963526,60407,86.300003,0.51835483,41.700001,3799,33942,26157,56.299999,2.3
4.5811667,23.808025,51106,88.300003,0.53870523,40.599998,3807,26198,24639,73.900002,2.0999999
0,35.158817,18712,93.599998,0.60027927,37.5,1463,9309,9404,37.299999,0.5
0,52.865158,5897,86.599998,0.57207364,24.5,457,2879,2485,0,0.1
114.15525,44.517281,1678,0,0.60137457,41.599998,147,873,998,0,0.1
0,31.516218,5122,91.800003,0.55200326,35.799999,388,2471,2464,69.300003,0.2
1.777367,15.996749,54351,89.199997,0.48824868,44.799999,3513,29018,26019,79.599998,4.9000001
0,36.681278,7996,94,0.5943234,38.200001,633,3488,4241,0,0.2
0,38.857086,9842,86.5,0.5735203,38.599998,752,4849,4825,68.699997,2
4.435442,48.585464,36675,79.199997,0.55478424,27.799999,2790,21320,14693,47.5,0.89999998
0,80.230087,5689,91.300003,0.65183246,16.700001,580,3056,2628,0,0
0,20.904766,36862,87.099998,0.46839586,54.099998,2148,20472,16878,67.400002,3.9000001
10.166735,35.017933,12343,87.599998,0.6099093,35.200001,980,5732,6341,66.300003,1.1
0,61.019337,24288,73.5,0.52748853,23.200001,2038,13060,10242,0,0.2
0,27.72353,16378,92.300003,0.64426047,41.400002,1187,8093,8116,59.900002,0.30000001
3.029844,71.363434,13749,82.5,0.61607605,22,1192,7676,5824,18.1,0.1
1.180317,29.718248,54510,86.099998,0.50021982,43.900002,3656,29567,23166,52.400002,0.80000001
0,59.702801,23553,87.699997,0.64497983,27.299999,1946,11912,10725,58.900002,0.30000001
1.5164611,32.351967,44568,87.199997,0.54475433,48.599998,3076,22590,22194,77.099998,0.5
0,40.941738,6451,89.099998,0.49161759,33.099998,347,2207,4240,66.599998,0.30000001
0,48.744518,10410,90.5,0.56847399,34.400002,775,5367,4583,51.799999,0.5
0,72.777214,15854,88.699997,0.64082319,24.9,1441,8358,7015,0,0.30000001
0,47.968224,6607,89.400002,0.57361025,29.700001,570,3274,3044,0,0.2
0,32.934635,5989,98.300003,0.58348423,39,478,2761,3265,54.599998,0
1.7324717,30.951399,39313,84.900002,0.50732225,36.5,2893,21783,16687,46,0.30000001
2.2721076,24.402563,44372,92.900002,0.64759308,43.5,3069,20919,23113,20,0.2
3.4202888,16.639421,1431884,86.099998,0.4892374,32.900002,80425,596510,890427,100,11.5
5.1618233,18.961002,80137,89.699997,0.58931077,39.299999,5143,35606,44858,40.700001,0.60000002
1.439719,18.163782,74359,92.099998,0.59037012,36.400002,4709,32046,42267,47.700001,1.8
0.82075524,15.75469,145594,90.699997,0.57144022,38.200001,8706,61457,85225,57.099998,0.89999998
0,15.723678,99081,88.099998,0.55903292,42.599998,5971,43967,55259,74.800003,2.5999999
0,18.89773,43992,91.5,0.59224731,41.700001,2970,18987,24102,21.200001,0.5
1.4658887,23.459349,73406,85.099998,0.47805718,37.400002,4199,37142,36445,34.400002,3.5999999
6.3536439,18.026175,47175,89.400002,0.56377894,37.5,3268,19254,28704,23.4,3.2
4.9923868,16.968395,41461,89.300003,0.5990026,40.599998,2737,19050,22004,55.5,0.2
2.6202018,23.227503,43877,91.300003,0.59877163,40.700001,3143,18887,24807,20.700001,0.40000001
0,25.798847,35167,85.900002,0.56876016,37,2395,15365,19752,23.6,0.30000001
2.4850278,30.502743,45177,86.900002,0.57264012,32.5,3150,19927,24183,41.5,0.1
2.0796075,18.052223,51031,88.599998,0.57559019,33.5,3218,20459,31175,63,0.60000002
0,19.374201,31592,81.800003,0.53898168,34.099998,2132,12570,19070,27.6,2.8
0,23.132215,4591,86.099998,0.59539282,38.900002,293,1693,2568,0,0.1
1.7315418,16.354391,66651,90.599998,0.5751996,35.700001,4110,27806,38909,59.200001,0.1
3.6261227,20.274071,88182,87.199997,0.56878912,39.299999,5818,37833,49676,42.700001,0.30000001
2.5160902,17.184029,2642661,83.800003,0.48893452,32.400002,146495,1117031,1611158,100,14.1
4.1792045,26.547667,23064,86.699997,0.56820309,34.799999,1571,10674,12137,15.6,0
2.0590961,17.072372,43675,85.300003,0.56089038,40.299999,2977,20036,24524,33.5,1.9
3.4268286,19.086382,54406,89.300003,0.61191487,41.700001,3579,25850,28471,47,0.60000002
2.3452158,18.366669,57803,90.199997,0.57041204,33.299999,3193,22205,36144,59.900002,0.40000001
3.2082002,24.049633,1715136,82.400002,0.42941752,42.400002,68193,654426,1166517,100,23.4
2.5740688,15.613993,183676,89.5,0.55003393,37.400002,11267,79526,107382,50.700001,5.1999998
0,17.363714,34391,87.199997,0.55426514,34.099998,2295,14982,19386,34.700001,4.3000002
1.8852273,18.486454,86129,89.699997,0.59102458,36.099998,5739,39352,46248,42.299999,0.2
2.352277,22.936651,51926,93.199997,0.64256704,41.200001,3508,22407,29842,30.700001,0.30000001
1.5631106,15.658912,142905,89.199997,0.59509462,38.599998,8551,61728,82307,64.599998,1.7
0,22.782309,111294,88,0.60424644,37,7557,53551,57148,44.400002,0.1
0.69869483,17.212749,89643,88.5,0.57601339,39.799999,5551,39447,50351,48.200001,0.89999998
4.1431885,26.780016,22528,92.699997,0.608522,34.700001,1573,9763,12969,15.3,0.40000001
0,20.190296,14982,87.900002,0.57676286,39.200001,1101,6722,8248,18.700001,0.69999999
3.5331943,16.296017,32238,91.199997,0.56922376,36.700001,1938,13218,19024,39.200001,1
1.1281843,19.725931,97111,93.599998,0.58439314,40.299999,6346,42776,54933,43.5,0.80000001
2.0599868,20.302975,45351,89.800003,0.57138211,37.400002,2837,18436,27545,21.9,4.1999998
0,17.169107,37861,90.900002,0.55811459,44.299999,2416,17715,20177,30.1,0.5
0,15.759761,66314,93,0.68176806,56.900002,3852,35361,32527,47.700001,1.9
3.1623054,15.797371,118851,88.199997,0.51753479,37.099998,6514,51241,70289,42,3.4000001
2.0384867,21.655479,44144,92.699997,0.59015948,43,2697,18312,25652,48.400002,0.30000001
0,22.188332,48069,86.800003,0.53279603,36.200001,3158,21466,26953,37.599998,1.1
1.2302544,17.006275,67887,80.099998,0.50384337,34.599998,4530,30442,38790,34.900002,2.2
0,17.37491,34645,87.5,0.55332768,36.799999,2203,15311,20112,31.700001,2.3
5.3847399,23.388117,18702,86.900002,0.587897,38.900002,1245,7998,10661,31,0.69999999
1.2520816,23.394976,86091,84.800003,0.49167135,35.299999,5910,42744,45772,51.200001,17.200001
0,34.896507,15588,81.699997,0.47597426,21.1,1239,7929,8058,0,6.8000002
13.636984,49.336735,7906,81.5,0.50856352,22.4,564,3620,4353,0,2.7
0,59.315529,25175,86.099998,0.58325982,27.1,2244,12473,12128,15,47.900002
0,55.599792,19478,76.199997,0.49294314,20.6,1608,9636,10457,0,1
0,57.243546,12287,79.300003,0.55550218,23.9,1089,6243,6066,0,1.3
0,61.40871,35978,87.800003,0.56757534,25.799999,2995,17351,18454,27.6,36.900002
0,64.878227,24775,79.900002,0.5403651,21.799999,2164,12325,11401,0,59.299999
7.2851782,62.590977,28352,86.599998,0.58426815,21.200001,2774,15154,13142,0,41.400002
0,59.545525,20055,76.900002,0.51323628,20.799999,1776,10237,9898,0,35.299999
1.6285319,31.464424,131480,84.300003,0.50577456,40.5,8784,58619,75031,52.700001,10.8
0,31.458492,53101,84.900002,0.4799538,25.700001,3928,25965,28647,23,7
4.2991643,27.01078,68042,85.699997,0.49100861,27.799999,4892,32698,37181,67.699997,15.9
1.6765302,35.598751,49633,77.900002,0.46499178,25.200001,3827,26151,24484,26,7
0,55.312447,5722,87.300003,0.55643338,23.6,470,2658,2814,0,42.099998
0,36.952354,30725,83.300003,0.41583735,36.700001,2080,16379,15727,27.5,11.9
0,55.415428,20079,81,0.52431768,21.700001,1816,10589,9155,0,48
2.1604571,24.630501,72810,82.900002,0.48391399,34.299999,5340,37486,37951,44.099998,9.1999998
0,40.928238,27222,84.099998,0.51257455,26.6,2216,13241,14073,16.6,31.4
0,58.669746,16609,85.699997,0.55753112,22,1505,7874,8627,0,1.9
0,57.322037,12055,79.599998,0.52432901,26.299999,970,5775,5857,38,46.599998
0,68.268494,5248,83.300003,0.55594677,21.200001,518,2556,2956,0,0.89999998
5.4059167,39.730953,66992,79.599998,0.49905163,29.799999,5212,33215,33746,38.900002,22.4
4.3295665,57.423725,49313,84.199997,0.54976118,23.9,4513,25753,22992,9.6000004,33.200001
4.6817212,44.461662,58169,82.300003,0.42746922,36.700001,3628,32014,26876,26.700001,28.5
0.86347586,41.16074,149397,76.199997,0.3624135,42.799999,8796,89580,61052,47.299999,25.4
0,43.883438,6987,89.599998,0.51725304,24.9,521,2956,3699,0,31.6
0,43.597004,6173,87.300003,0.47671232,28.4,430,2555,3419,0,6.8000002
0,27.751829,79494,82.599998,0.46052697,28.299999,5830,40458,41584,39.400002,10.8
4.8477798,33.877377,16538,80.800003,0.46776778,24.9,1218,8113,9114,0,12.3
0,62.38121,41017,82.5,0.53120297,24.4,3555,20591,19557,0.1,37.599998
0.86013365,29.494461,113016,86,0.55122691,37.299999,7123,55830,59468,75.599998,32
5.7141771,57.942623,54491,77.800003,0.51578116,26.5,4568,27913,25529,42.900002,51.799999
1.5557988,22.932682,188862,86.099998,0.47798416,39.799999,11533,94909,101153,69.199997,24.1
0,59.743526,28748,82.099998,0.55174315,25.4,2443,14514,14121,10,44.200001
2.6636655,29.330532,126318,79.300003,0.4822664,25.1,9189,64172,66167,61.799999,13
0,61.610168,9549,77.300003,0.49310499,26.299999,768,4496,4683,0,54.099998
0,56.233746,6571,78.699997,0.52179211,16.200001,612,3281,3153,0,0
3.5546708,52.560421,32914,77,0.48016474,26.1,2809,16511,16977,21.1,44.400002
6.8572998,73.685493,16533,83.099998,0.56512117,21.6,1533,9037,7278,0,50.299999
3.9085095,23.223886,246756,86.199997,0.4938651,40.200001,15282,123637,130031,76.099998,20.799999
3.9172673,61.177719,58507,78.099998,0.52397168,22.200001,5077,30536,27719,32.700001,54.200001
4.0943336,52.258461,47982,84.599998,0.52503502,24.4,4057,24985,23752,22.299999,27
5.4851627,31.581598,39977,84.099998,0.49263266,32.400002,2939,19410,21429,28.299999,2.2
4.6640701,33.743092,36684,88.099998,0.51759166,37,2539,16343,20707,16.299999,5.4000001
9.8711815,59.146687,23402,86.5,0.57040018,27.4,1953,11669,10738,31.799999,59
0,63.327896,16619,79.300003,0.53027546,24.200001,1406,8786,6984,18.700001,48.5
0,68.079971,5806,78.300003,0.52798146,23.299999,444,2591,3090,0,42.200001
1.392525,32.262306,63800,85.900002,0.49748611,31.5,4376,30431,33465,42.799999,17.799999
5.5175457,51.172897,17844,85,0.58862358,27.1,1474,9089,9019,0,1.9
0,56.980751,63889,86.900002,0.55096889,22.1,5695,32098,31729,19.9,22.4
0,63.399929,11124,86.900002,0.55362719,23.1,990,5762,5022,0,46.900002
6.4970927,37.66893,26986,83.5,0.47994405,36.400002,2053,13587,13438,46.099998,22.200001
1.9129969,50.787697,55750,82.300003,0.50063831,30,4499,28983,26837,44.900002,39.5
0,36.67226,28748,79.099998,0.49597025,26.1,2224,14517,15019,19.799999,12.2
0,40.214924,26645,84.099998,0.49816549,24,2051,13355,14135,12.5,5.0999999
0,57.248173,15013,81.400002,0.51502633,20.799999,1296,7021,8091,0,1.9
7.9579821,58.386055,17073,75.599998,0.56495535,20.6,1427,8629,8837,0,0.69999999
0,64.494858,26936,85.5,0.56691688,25,2539,14122,12537,25.5,49.900002
1.1698369,24.681168,273394,86,0.48060837,47.799999,16321,135574,143878,78,24.5
0,53.691029,13599,79.800003,0.49584246,21.6,1244,6855,7391,18,0.30000001
0,46.743984,18454,75.300003,0.49910775,25.700001,1482,8966,9425,0,24.9
2.6408219,43.242004,37747,79.400002,0.50233001,33.5,3022,17811,18917,14.2,26.299999
0,54.62598,61025,81.599998,0.52696699,26.9,5228,31279,29636,28.4,39.700001
4.5390587,36.42181,71665,87.900002,0.51831234,38,5165,34130,38910,69,27.700001
0,67.042992,27037,79.400002,0.54875118,21.700001,2434,13733,12413,0,63.799999
4.3523202,40.254333,82753,65.599998,0.27715984,46.700001,4482,54842,28775,21.299999,12.7
0,34.6404,42731,83.599998,0.61453837,46.200001,2381,24542,19906,29.299999,23.6
0,54.25182,10063,83.800003,0.54436404,25.700001,790,4835,4917,0,36.700001
0,44.787846,25822,82.199997,0.52433771,31.700001,1896,12532,13105,54.900002,39.5
5.2773232,62.388367,18544,77.599998,0.53182113,23.700001,1732,9302,8975,0,48
14.210601,61.741714,9262,88.400002,0.55216163,25.1,776,4256,4770,0,46.900002
